,Index,negative sign,Forecast : 0,Forecast : 1,Date,Close,Open,High,Low
892,892,1,0,0,2006.08.29,614.29,614.25,617.54,607.15
893,893,0,0,0,2006.08.30,618.65,614.54,620.62,612.54
894,894,0,1,1,2006.08.31,626.89,618.95,627.2,617.75
895,895,1,0,0,2006.09.01,625.69,626.54,627.62,619.7
896,896,0,0,0,2006.09.04,626.07,624.87,627.6,624.63
897,897,0,1,1,2006.09.05,637.89,626.95,640.24,625.89
898,898,1,1,1,2006.09.06,633.5,637.95,640.15,632.13
899,899,1,1,1,2006.09.07,616.39,633.29,635.75,613.74
900,900,1,1,1,2006.09.08,610.28,616.45,619.1,606.25
901,901,1,1,1,2006.09.11,588.95,610.27,610.27,585.52
902,902,1,0,0,2006.09.12,586.65,588.45,599.75,584.25
903,903,0,1,1,2006.09.13,589.35,587.15,593.38,578.78
904,904,1,0,0,2006.09.14,574.95,589.45,594.9,574.51
905,905,0,0,0,2006.09.15,577.87,574.85,581.65,570.45
906,906,0,1,1,2006.09.18,586.65,579.14,587.95,577.95
907,907,1,0,0,2006.09.19,573.14,586.53,588.85,572.35
908,908,0,0,0,2006.09.20,576.39,573.25,586.2,571.88
909,909,0,0,0,2006.09.21,583.89,576.35,585.14,574.29
910,910,0,0,0,2006.09.22,589.0,584.1,592.35,583.6
911,911,0,0,0,2006.09.25,590.29,589.6,590.88,581.82
912,912,0,0,0,2006.09.26,591.5,590.1,593.75,585.91
913,913,0,1,1,2006.09.27,602.7,591.29,603.6,589.6
914,914,1,1,1,2006.09.28,601.1,603.1,606.66,600.13
915,915,1,1,1,2006.09.29,598.4,600.75,603.85,594.02
916,916,1,1,1,2006.10.02,596.29,598.39,603.67,594.55
917,917,1,1,1,2006.10.03,573.85,595.95,597.94,573.52
918,918,1,0,0,2006.10.04,566.6,574.04,581.0,559.07
919,919,0,1,1,2006.10.05,573.5,566.29,574.35,562.25
920,920,1,0,0,2006.10.06,573.29,573.9,574.15,560.15
921,921,0,1,1,2006.10.09,576.5,574.0,580.79,571.15
922,922,1,0,0,2006.10.10,572.77,576.1,581.35,568.75
923,923,0,0,0,2006.10.11,572.85,572.29,578.9,569.95
924,924,0,0,0,2006.10.12,578.95,572.7,579.2,570.65
925,925,0,0,0,2006.10.13,589.72,578.79,590.65,576.85
926,926,0,1,1,2006.10.16,595.7,591.6,596.5,589.45
927,927,1,1,1,2006.10.17,589.7,595.75,598.04,585.6
928,928,1,0,0,2006.10.18,589.75,590.0,595.15,587.0
929,929,0,1,1,2006.10.19,599.0,590.2,600.53,585.85
930,930,1,1,1,2006.10.20,591.61,598.6,602.21,591.09
931,931,1,0,0,2006.10.23,581.95,591.5,592.95,579.45
932,932,0,0,0,2006.10.24,585.95,582.1,586.51,572.75
933,933,0,0,0,2006.10.25,590.75,585.75,592.0,579.52
934,934,0,0,0,2006.10.26,596.53,591.15,598.45,589.77
935,935,0,0,0,2006.10.27,599.6,596.75,599.75,591.7
936,936,0,0,0,2006.10.30,603.7,599.49,610.52,597.7
937,937,0,0,0,2006.10.31,606.28,603.89,607.5,597.77
938,938,0,0,0,2006.11.01,617.2,606.36,619.52,605.25
939,939,0,0,0,2006.11.02,623.7,617.4,625.76,613.95
940,940,0,1,1,2006.11.03,627.77,624.29,629.1,617.5
941,941,1,0,0,2006.11.06,622.83,627.1,629.6,622.27
942,942,0,1,1,2006.11.07,624.6,622.9,629.0,621.7
943,943,1,0,0,2006.11.08,615.28,624.4,627.0,613.07
944,944,0,1,1,2006.11.09,632.9,615.78,635.52,614.85
945,945,1,1,1,2006.11.10,627.9,633.0,636.5,624.95
946,946,1,1,1,2006.11.13,625.5,628.0,632.25,620.25
947,947,1,0,0,2006.11.14,620.6,625.35,629.15,618.9
948,948,0,1,1,2006.11.15,622.7,620.4,624.73,615.15
949,949,1,0,0,2006.11.16,618.2,622.85,627.9,617.78
950,950,0,0,0,2006.11.17,621.27,617.9,622.27,614.45
951,951,0,0,0,2006.11.20,622.5,621.1,626.95,620.15
952,952,0,0,0,2006.11.21,627.1,622.28,629.45,622.0
953,953,0,0,0,2006.11.22,629.89,627.6,634.45,625.78
954,954,0,0,0,2006.11.23,630.86,629.6,631.75,628.45
955,955,0,0,0,2006.11.24,638.05,630.87,639.94,630.25
956,956,0,1,1,2006.11.27,640.2,639.7,641.89,636.52
957,957,1,1,1,2006.11.28,639.6,640.4,641.77,632.52
958,958,1,0,0,2006.11.29,636.0,639.4,640.6,634.6
959,959,0,1,1,2006.11.30,647.6,636.1,648.65,636.1
960,960,1,0,0,2006.12.01,645.7,647.9,649.75,643.27
961,961,0,1,1,2006.12.04,645.78,645.65,647.95,640.45
962,962,1,1,1,2006.12.05,643.5,645.9,648.5,638.45
963,963,1,0,0,2006.12.06,631.5,642.65,642.65,628.01
964,964,0,1,1,2006.12.07,633.53,630.45,634.4,624.52
965,965,1,0,0,2006.12.08,624.52,633.03,637.85,623.35
966,966,0,1,1,2006.12.11,630.02,624.75,630.45,622.85
967,967,1,1,1,2006.12.12,629.65,630.2,630.95,626.65
968,968,1,1,1,2006.12.13,628.25,629.75,630.27,623.1
969,969,1,1,1,2006.12.14,625.45,627.95,629.28,625.02
970,970,1,0,0,2006.12.15,615.45,625.35,629.0,614.32
971,971,0,0,0,2006.12.18,615.75,615.09,618.22,612.25
972,972,0,1,1,2006.12.19,622.53,615.85,622.82,614.7
973,973,1,1,1,2006.12.20,620.03,622.75,624.29,618.97
974,974,1,0,0,2006.12.21,618.1,619.95,622.25,617.6
975,975,0,0,0,2006.12.22,620.95,618.4,621.35,618.1
976,976,0,0,0,2006.12.26,624.28,620.96,629.45,620.96
977,977,0,0,0,2006.12.27,626.78,624.4,629.02,623.73
978,978,0,0,0,2006.12.28,634.5,626.9,635.52,626.5
979,979,0,0,0,2006.12.29,636.35,634.6,636.78,631.86
980,980,0,1,1,2007.01.02,640.1,637.78,641.0,637.45
981,981,1,1,1,2007.01.03,627.1,640.0,644.74,625.23
982,982,1,1,1,2007.01.04,621.9,626.7,630.47,620.52
983,983,1,0,0,2007.01.05,606.44,621.5,625.9,601.75
984,984,0,0,0,2007.01.08,609.6,608.85,610.21,603.54
985,985,0,1,1,2007.01.09,613.28,609.5,615.44,605.7
986,986,1,0,0,2007.01.10,611.0,613.1,614.1,605.95
987,987,0,0,0,2007.01.11,611.2,610.9,615.98,608.45
988,988,0,0,0,2007.01.12,625.78,611.1,627.29,609.45
989,989,0,1,1,2007.01.15,626.28,626.1,627.74,624.65
990,990,1,0,0,2007.01.16,624.4,626.09,628.02,622.63
991,991,0,1,1,2007.01.17,631.5,624.28,633.65,621.45
992,992,1,0,0,2007.01.18,627.28,631.4,636.15,626.37
993,993,0,1,1,2007.01.19,635.12,627.1,635.95,626.95
994,994,1,0,0,2007.01.22,633.0,635.57,639.45,631.85
995,995,0,0,0,2007.01.23,646.28,632.9,647.64,632.59
996,996,0,1,1,2007.01.24,648.38,646.26,648.6,638.72
997,997,1,0,0,2007.01.25,645.65,648.52,654.21,644.53
998,998,0,1,1,2007.01.26,645.83,645.52,647.77,640.71
999,999,1,0,0,2007.01.29,643.2,646.3,647.54,640.6
1000,1000,0,0,0,2007.01.30,646.75,643.1,646.95,640.59
1001,1001,0,0,0,2007.01.31,652.45,646.64,654.4,641.93
1002,1002,0,1,1,2007.02.01,656.8,652.75,661.21,651.85
1003,1003,1,0,0,2007.02.02,647.5,656.75,659.5,642.8
1004,1004,0,0,0,2007.02.05,648.05,647.75,651.8,645.85
1005,1005,0,1,1,2007.02.06,653.1,648.01,658.2,647.76
1006,1006,1,0,0,2007.02.07,651.0,653.05,656.5,650.0
1007,1007,0,0,0,2007.02.08,660.0,651.05,660.95,647.6
1008,1008,0,1,1,2007.02.09,666.4,659.91,668.7,656.8
1009,1009,1,0,0,2007.02.12,660.7,667.55,668.25,659.5
1010,1010,0,0,0,2007.02.13,663.85,660.75,668.85,660.45
1011,1011,0,0,0,2007.02.14,668.65,663.8,671.65,663.3
1012,1012,0,1,1,2007.02.15,669.25,668.6,670.25,662.15
1013,1013,1,0,0,2007.02.16,668.9,669.3,669.65,662.6
1014,1014,0,1,1,2007.02.19,670.25,668.4,673.03,667.35
1015,1015,1,0,0,2007.02.20,656.85,670.3,671.75,655.5
1016,1016,0,1,1,2007.02.21,678.45,657.25,682.2,656.8
1017,1017,1,0,0,2007.02.22,677.05,678.5,680.8,674.95
1018,1018,0,0,0,2007.02.23,682.9,677.0,688.1,672.55
1019,1019,0,1,1,2007.02.26,686.11,680.7,687.9,680.7
1020,1020,1,0,0,2007.02.27,662.96,686.21,688.8,657.4
1021,1021,0,1,1,2007.02.28,668.91,662.85,677.3,661.0
1022,1022,1,1,1,2007.03.01,664.01,668.96,677.15,661.45
1023,1023,1,1,1,2007.03.02,642.6,664.0,665.46,639.27
1024,1024,1,0,0,2007.03.05,636.14,642.5,644.55,632.95
1025,1025,0,0,0,2007.03.06,646.25,636.1,647.64,632.3
1026,1026,0,0,0,2007.03.07,648.6,646.35,651.55,642.55
1027,1027,0,1,1,2007.03.08,651.35,648.55,655.55,647.05
1028,1028,1,0,0,2007.03.09,647.95,651.61,657.85,647.45
1029,1029,0,1,1,2007.03.12,650.61,650.25,653.64,645.3
1030,1030,1,0,0,2007.03.13,643.1,650.51,652.0,641.39
1031,1031,0,0,0,2007.03.14,643.85,643.2,645.75,636.64
1032,1032,0,0,0,2007.03.15,645.89,643.25,650.0,643.05
1033,1033,0,1,1,2007.03.16,652.95,646.75,655.15,645.64
1034,1034,1,0,0,2007.03.19,653.4,654.7,656.15,651.95
1035,1035,0,0,0,2007.03.20,658.0,654.35,660.9,652.6
1036,1036,0,1,1,2007.03.21,664.55,658.2,664.55,656.75
1037,1037,1,1,1,2007.03.22,663.5,663.85,666.6,661.9
1038,1038,1,0,0,2007.03.23,656.65,663.65,664.55,654.95
1039,1039,0,0,0,2007.03.26,663.9,657.36,665.5,656.81
1040,1040,0,0,0,2007.03.27,664.15,663.85,665.5,661.65
1041,1041,0,1,1,2007.03.28,665.35,664.1,669.2,663.35
1042,1042,1,0,0,2007.03.29,661.25,665.45,665.85,655.3
1043,1043,0,1,1,2007.03.30,663.3,661.3,667.6,660.65
1044,1044,1,0,0,2007.04.02,663.75,665.25,666.0,656.05
1045,1045,0,0,0,2007.04.03,663.95,663.7,667.4,661.8
1046,1046,0,0,0,2007.04.04,673.86,664.0,675.45,663.61
1047,1047,0,0,0,2007.04.05,674.51,673.96,675.55,671.45
1048,1048,0,1,1,2007.04.06,674.41,674.46,674.61,672.71
1049,1049,1,0,0,2007.04.09,670.9,673.21,677.7,670.4
1050,1050,0,1,1,2007.04.10,677.5,671.1,681.45,670.8
1051,1051,1,1,1,2007.04.11,677.0,677.45,680.65,674.25
1052,1052,1,0,0,2007.04.12,675.85,676.95,679.65,671.2
1053,1053,0,0,0,2007.04.13,684.75,675.65,685.65,675.55
1054,1054,0,1,1,2007.04.16,689.85,685.76,691.05,682.9
1055,1055,1,0,0,2007.04.17,686.4,689.8,690.75,685.75
1056,1056,0,1,1,2007.04.18,689.75,686.45,690.8,685.4
1057,1057,1,0,0,2007.04.19,682.7,689.7,691.4,678.95
1058,1058,0,1,1,2007.04.20,691.45,682.65,693.5,682.35
1059,1059,1,1,1,2007.04.23,688.85,691.7,693.55,686.8
1060,1060,1,0,0,2007.04.24,683.7,688.8,691.7,680.75
1061,1061,0,1,1,2007.04.25,685.85,683.75,686.65,682.0
1062,1062,1,0,0,2007.04.26,674.55,685.8,686.7,671.25
1063,1063,0,1,1,2007.04.27,681.1,674.5,681.55,670.65
1064,1064,1,1,1,2007.04.30,678.2,680.95,682.15,675.65
1065,1065,1,1,1,2007.05.01,673.3,678.15,679.05,671.75
1066,1066,1,0,0,2007.05.02,672.85,673.45,674.95,667.45
1067,1067,0,0,0,2007.05.03,681.75,672.8,682.4,671.9
1068,1068,0,0,0,2007.05.04,688.4,681.8,690.5,680.1
1069,1069,0,1,1,2007.05.07,688.35,688.0,690.7,686.4
1070,1070,1,1,1,2007.05.08,685.35,688.3,688.6,681.95
1071,1071,1,1,1,2007.05.09,680.25,685.3,686.55,675.65
1072,1072,1,0,0,2007.05.10,665.65,680.2,681.0,664.25
1073,1073,0,1,1,2007.05.11,670.6,665.7,672.75,664.4
1074,1074,1,0,0,2007.05.14,669.5,670.8,674.98,666.23
1075,1075,0,1,1,2007.05.15,672.0,669.55,673.45,664.9
1076,1076,1,1,1,2007.05.16,661.8,672.05,673.23,659.75
1077,1077,1,0,0,2007.05.17,657.4,661.88,664.45,653.85
1078,1078,0,0,0,2007.05.18,661.17,657.45,662.88,655.78
1079,1079,0,1,1,2007.05.21,662.98,661.43,663.85,657.03
1080,1080,1,0,0,2007.05.22,659.2,662.93,665.13,658.22
1081,1081,0,1,1,2007.05.23,661.55,659.1,664.5,657.35
1082,1082,1,0,0,2007.05.24,654.3,661.65,662.6,651.9
1083,1083,0,0,0,2007.05.25,655.75,654.25,656.78,653.25
1084,1084,0,0,0,2007.05.28,655.3,655.25,656.35,654.9
1085,1085,0,1,1,2007.05.29,656.83,655.35,662.45,654.6
1086,1086,1,0,0,2007.05.30,653.25,656.85,658.68,652.0
1087,1087,0,0,0,2007.05.31,660.4,653.35,661.73,652.78
1088,1088,0,1,1,2007.06.01,671.25,660.43,671.53,660.35
1089,1089,1,1,1,2007.06.04,670.9,671.15,673.8,668.58
1090,1090,1,0,0,2007.06.05,669.75,670.85,673.43,669.0
1091,1091,0,1,1,2007.06.06,670.5,669.78,672.03,665.0
1092,1092,1,1,1,2007.06.07,658.88,670.58,672.9,658.2
1093,1093,1,0,0,2007.06.08,648.3,658.9,661.35,644.1
1094,1094,0,1,1,2007.06.11,653.4,648.95,654.95,648.5
1095,1095,1,0,0,2007.06.12,646.9,653.45,654.43,645.57
1096,1096,0,0,0,2007.06.13,651.35,647.0,652.45,643.0
1097,1097,0,0,0,2007.06.14,651.65,651.38,654.1,645.93
1098,1098,0,0,0,2007.06.15,654.9,651.7,655.75,650.0
1099,1099,0,0,0,2007.06.18,655.95,655.35,659.13,654.6
1100,1100,0,1,1,2007.06.19,661.3,656.0,661.95,653.8
1101,1101,1,1,1,2007.06.20,654.3,661.25,661.85,652.25
1102,1102,1,0,0,2007.06.21,651.9,654.28,656.5,647.85
1103,1103,0,1,1,2007.06.22,653.75,651.8,656.15,650.7
1104,1104,1,1,1,2007.06.25,650.9,653.85,654.3,648.7
1105,1105,1,0,0,2007.06.26,641.1,650.93,651.8,640.5
1106,1106,0,0,0,2007.06.27,643.35,641.15,644.75,639.22
1107,1107,0,0,0,2007.06.28,648.65,643.38,649.7,643.0
1108,1108,0,0,0,2007.06.29,649.2,648.6,652.5,646.38
1109,1109,0,1,1,2007.07.02,656.95,649.6,658.58,648.7
1110,1110,1,0,0,2007.07.03,652.95,656.85,657.95,651.93
1111,1111,0,1,1,2007.07.04,654.05,652.98,654.88,652.7
1112,1112,1,0,0,2007.07.05,649.25,654.2,656.48,645.55
1113,1113,0,0,0,2007.07.06,655.4,649.35,655.78,645.03
1114,1114,0,0,0,2007.07.09,660.2,655.6,663.9,653.8
1115,1115,0,1,1,2007.07.10,663.13,660.15,664.73,658.58
1116,1116,1,0,0,2007.07.11,660.83,663.15,665.9,659.8
1117,1117,0,1,1,2007.07.12,666.65,660.85,669.13,660.4
1118,1118,1,1,1,2007.07.13,666.45,666.8,668.55,663.35
1119,1119,1,1,1,2007.07.16,664.65,667.1,668.75,663.45
1120,1120,1,0,0,2007.07.17,664.65,664.6,667.3,662.5
1121,1121,0,0,0,2007.07.18,672.7,664.6,674.1,664.3
1122,1122,0,0,0,2007.07.19,677.2,672.78,677.65,671.5
1123,1123,0,1,1,2007.07.20,682.95,677.23,686.7,675.35
1124,1124,1,1,1,2007.07.23,681.4,683.3,684.95,680.1
1125,1125,1,1,1,2007.07.24,680.65,681.35,687.8,680.55
1126,1126,1,1,1,2007.07.25,674.9,680.6,681.95,670.4
1127,1127,1,1,1,2007.07.26,662.65,674.93,676.78,654.4
1128,1128,1,0,0,2007.07.27,660.6,662.68,666.85,656.58
1129,1129,0,1,1,2007.07.30,664.6,661.15,665.55,659.83
1130,1130,1,0,0,2007.07.31,664.0,664.57,668.68,663.5
1131,1131,0,1,1,2007.08.01,666.75,664.05,666.95,659.15
1132,1132,1,0,0,2007.08.02,665.35,666.7,667.5,662.53
1133,1133,0,1,1,2007.08.03,672.6,665.45,675.35,664.75
1134,1134,1,0,0,2007.08.06,671.75,675.25,675.35,669.0
1135,1135,0,0,0,2007.08.07,672.1,671.8,672.5,666.03
1136,1136,0,1,1,2007.08.08,674.5,672.05,676.8,669.63
1137,1137,1,0,0,2007.08.09,661.78,674.53,674.75,659.2
1138,1138,0,1,1,2007.08.10,672.45,661.75,676.28,657.95
1139,1139,1,1,1,2007.08.13,669.23,672.4,672.8,668.35
1140,1140,1,1,1,2007.08.14,668.85,669.2,671.43,665.7
1141,1141,1,1,1,2007.08.15,667.45,668.9,670.75,662.1
1142,1142,1,0,0,2007.08.16,652.35,667.4,667.85,641.75
1143,1143,0,0,0,2007.08.17,657.35,652.38,663.85,645.4
1144,1144,0,1,1,2007.08.20,657.45,657.38,660.53,653.03
1145,1145,1,0,0,2007.08.21,657.18,657.5,659.98,654.32
1146,1146,0,1,1,2007.08.22,660.6,657.23,661.7,654.55
1147,1147,1,0,0,2007.08.23,659.95,660.63,664.85,658.53
1148,1148,0,1,1,2007.08.24,667.85,659.93,668.85,657.45
1149,1149,1,1,1,2007.08.27,667.4,668.15,668.4,665.48
1150,1150,1,0,0,2007.08.28,662.55,667.47,668.2,661.95
1151,1151,0,1,1,2007.08.29,667.3,662.58,669.08,661.15
1152,1152,1,0,0,2007.08.30,665.05,667.4,667.95,663.47
1153,1153,0,1,1,2007.08.31,672.95,665.1,674.85,664.3
1154,1154,1,0,0,2007.09.03,672.0,672.95,673.6,671.38
1155,1155,0,0,0,2007.09.04,681.55,672.25,683.32,671.35
1156,1156,0,0,0,2007.09.05,681.68,681.53,682.9,678.3
1157,1157,0,0,0,2007.09.06,695.2,681.7,697.63,680.98
1158,1158,0,0,0,2007.09.07,700.48,695.18,706.78,692.0
1159,1159,0,0,0,2007.09.10,702.88,700.28,706.78,699.0
1160,1160,0,1,1,2007.09.11,712.25,702.85,714.2,702.38
1161,1161,1,1,1,2007.09.12,711.38,712.4,714.23,705.63
1162,1162,1,1,1,2007.09.13,708.1,711.35,712.2,703.28
1163,1163,1,0,0,2007.09.14,707.05,707.95,717.25,703.95
1164,1164,0,0,0,2007.09.17,717.55,706.95,720.0,706.0
1165,1165,0,1,1,2007.09.18,723.35,717.5,727.05,711.45
1166,1166,1,0,0,2007.09.19,721.15,723.45,726.45,719.6
1167,1167,0,1,1,2007.09.20,733.55,720.95,738.4,720.85
1168,1168,1,1,1,2007.09.21,731.05,733.6,739.55,726.53
1169,1169,1,0,0,2007.09.24,730.13,730.8,736.35,725.93
1170,1170,0,1,1,2007.09.25,731.45,730.1,733.55,722.0
1171,1171,1,0,0,2007.09.26,728.82,731.4,736.7,726.4
1172,1172,0,0,0,2007.09.27,734.28,728.8,735.9,726.9
1173,1173,0,0,0,2007.09.28,743.2,734.2,745.85,733.3
1174,1174,0,1,1,2007.10.01,746.95,743.65,747.8,740.97
1175,1175,1,1,1,2007.10.02,731.38,746.9,747.1,724.4
1176,1176,1,0,0,2007.10.03,727.78,731.35,736.08,726.25
1177,1177,0,0,0,2007.10.04,737.7,727.6,738.4,720.7
1178,1178,0,1,1,2007.10.05,741.95,737.6,744.28,726.75
1179,1179,1,0,0,2007.10.08,733.1,742.2,742.2,731.2
1180,1180,0,0,0,2007.10.09,737.85,733.15,740.5,726.55
1181,1181,0,0,0,2007.10.10,740.85,738.05,745.95,737.25
1182,1182,0,0,0,2007.10.11,747.6,740.84,753.7,740.4
1183,1183,0,0,0,2007.10.12,749.38,747.8,752.55,744.85
1184,1184,0,0,0,2007.10.15,759.3,749.1,760.05,747.35
1185,1185,0,1,1,2007.10.16,760.22,759.43,767.1,753.6
1186,1186,1,0,0,2007.10.17,754.9,760.3,764.7,751.55
1187,1187,0,1,1,2007.10.18,767.8,754.93,768.83,754.32
1188,1188,1,1,1,2007.10.19,764.9,767.82,770.95,758.13
1189,1189,1,0,0,2007.10.22,753.97,765.85,768.2,745.08
1190,1190,0,0,0,2007.10.23,759.4,754.03,761.0,752.7
1191,1191,0,0,0,2007.10.24,763.55,759.35,764.15,753.72
1192,1192,0,0,0,2007.10.25,769.08,763.57,769.45,761.7
1193,1193,0,0,0,2007.10.26,784.75,769.05,785.7,768.3
1194,1194,0,1,1,2007.10.29,790.7,784.5,794.6,783.9
1195,1195,1,0,0,2007.10.30,781.25,790.55,792.2,779.1
1196,1196,0,1,1,2007.10.31,795.75,781.45,797.3,776.8
1197,1197,1,0,0,2007.11.01,787.55,795.8,799.3,783.83
1198,1198,0,1,1,2007.11.02,806.6,787.45,808.0,787.2
1199,1199,1,0,0,2007.11.05,806.15,807.1,811.55,800.85
1200,1200,0,0,0,2007.11.06,824.7,806.08,824.93,806.05
1201,1201,0,0,0,2007.11.07,830.65,824.6,845.65,822.25
1202,1202,0,1,1,2007.11.08,833.03,830.53,845.55,822.95
1203,1203,1,1,1,2007.11.09,831.65,832.95,838.93,826.65
1204,1204,1,0,0,2007.11.12,792.97,831.55,831.7,791.4
1205,1205,0,0,0,2007.11.13,801.58,792.88,809.0,790.28
1206,1206,0,1,1,2007.11.14,811.65,801.65,815.95,798.95
1207,1207,1,1,1,2007.11.15,788.1,811.73,818.25,782.5
1208,1208,1,1,1,2007.11.16,785.92,787.93,797.45,783.88
1209,1209,1,0,0,2007.11.19,781.5,786.17,794.05,775.0
1210,1210,0,1,1,2007.11.20,802.7,781.4,805.8,772.7
1211,1211,1,0,0,2007.11.21,800.1,802.85,807.18,794.5
1212,1212,0,0,0,2007.11.22,804.05,799.98,805.55,798.05
1213,1213,0,0,0,2007.11.23,824.05,804.0,825.67,802.75
1214,1214,0,1,1,2007.11.26,824.35,821.9,836.8,820.88
1215,1215,1,1,1,2007.11.27,812.5,824.25,829.15,807.55
1216,1216,1,1,1,2007.11.28,804.34,812.55,815.75,790.98
1217,1217,1,1,1,2007.11.29,793.25,804.45,807.95,792.3
1218,1218,1,0,0,2007.11.30,783.38,793.35,799.2,779.0
1219,1219,0,0,0,2007.12.03,794.13,784.0,794.3,776.95
1220,1220,0,1,1,2007.12.04,801.4,794.1,805.32,786.54
1221,1221,1,0,0,2007.12.05,795.4,801.35,806.75,791.15
1222,1222,0,1,1,2007.12.06,802.15,795.25,805.55,784.95
1223,1223,1,0,0,2007.12.07,794.55,802.18,805.3,791.22
1224,1224,0,1,1,2007.12.10,807.88,794.4,811.97,794.05
1225,1225,1,0,0,2007.12.11,796.55,807.95,813.48,795.8
1226,1226,0,1,1,2007.12.12,813.5,796.5,817.1,796.1
1227,1227,1,1,1,2007.12.13,797.25,813.45,813.85,792.2
1228,1228,1,1,1,2007.12.14,794.4,797.4,803.4,787.7
1229,1229,1,0,0,2007.12.17,793.05,794.05,798.8,785.13
1230,1230,0,1,1,2007.12.18,802.53,793.1,806.4,790.2
1231,1231,1,1,1,2007.12.19,802.13,802.4,804.6,797.7
1232,1232,1,0,0,2007.12.20,796.25,802.3,802.98,793.2
1233,1233,0,0,0,2007.12.21,811.35,796.2,812.35,795.5
1234,1234,0,1,1,2007.12.24,811.73,810.95,815.5,808.05
1235,1235,1,0,0,2007.12.25,806.35,811.7,812.0,805.0
1236,1236,0,0,0,2007.12.26,824.53,809.4,826.0,807.5
1237,1237,0,0,0,2007.12.27,825.4,824.75,831.2,821.43
1238,1238,0,1,1,2007.12.28,840.23,825.35,840.5,824.63
1239,1239,1,1,1,2007.12.31,832.89,839.5,843.08,829.83
1240,1240,1,0,0,2008.01.01,833.5,833.5,833.5,833.5
1241,1241,0,0,0,2008.01.02,857.35,834.98,861.25,834.25
1242,1242,0,1,1,2008.01.03,864.72,857.6,869.38,853.23
1243,1243,1,1,1,2008.01.04,859.25,864.8,868.85,854.3
1244,1244,1,0,0,2008.01.07,857.8,859.75,864.88,855.13
1245,1245,0,0,0,2008.01.08,877.74,857.85,881.1,856.75
1246,1246,0,0,0,2008.01.09,878.79,877.7,891.2,871.79
1247,1247,0,0,0,2008.01.10,892.95,878.9,895.05,866.18
1248,1248,0,0,0,2008.01.11,895.05,893.05,898.08,887.15
1249,1249,0,1,1,2008.01.14,903.78,895.25,914.23,891.2
1250,1250,1,1,1,2008.01.15,888.15,903.85,914.3,887.25
1251,1251,1,0,0,2008.01.16,877.25,888.25,899.7,874.6
1252,1252,0,0,0,2008.01.17,877.45,877.2,890.2,874.98
1253,1253,0,1,1,2008.01.18,882.85,877.5,888.5,869.85
1254,1254,1,0,0,2008.01.21,864.95,882.75,883.4,860.75
1255,1255,0,1,1,2008.01.22,892.2,865.0,894.6,849.35
1256,1256,1,0,0,2008.01.23,890.4,892.25,895.98,876.63
1257,1257,0,0,0,2008.01.24,912.7,890.6,913.1,889.0
1258,1258,0,0,0,2008.01.25,913.61,912.55,923.55,905.9
1259,1259,0,1,1,2008.01.28,928.8,913.6,929.55,910.7
1260,1260,1,0,0,2008.01.29,923.65,928.75,933.03,919.75
1261,1261,0,1,1,2008.01.30,929.4,923.7,936.85,915.9
1262,1262,1,1,1,2008.01.31,926.03,929.35,929.95,918.2
1263,1263,1,1,1,2008.02.01,904.6,925.8,936.78,903.35
1264,1264,1,1,1,2008.02.04,903.32,905.93,912.68,891.9
1265,1265,1,0,0,2008.02.05,888.3,903.4,906.9,884.2
1266,1266,0,0,0,2008.02.06,900.45,888.2,907.48,886.03
1267,1267,0,0,0,2008.02.07,910.4,900.5,911.28,896.0
1268,1268,0,0,0,2008.02.08,922.2,910.5,922.5,907.45
1269,1269,0,1,1,2008.02.11,923.15,922.03,927.18,915.85
1270,1270,1,1,1,2008.02.12,906.47,923.05,924.8,902.7
1271,1271,1,0,0,2008.02.13,906.18,906.35,910.85,896.3
1272,1272,0,1,1,2008.02.14,908.03,906.1,913.85,901.65
1273,1273,1,0,0,2008.02.15,902.15,908.1,915.5,897.65
1274,1274,0,0,0,2008.02.18,905.05,901.8,907.6,900.13
1275,1275,0,0,0,2008.02.19,927.6,905.35,930.55,905.0
1276,1276,0,0,0,2008.02.20,944.1,927.55,945.71,913.2
1277,1277,0,1,1,2008.02.21,945.5,944.2,953.85,937.75
1278,1278,1,1,1,2008.02.22,944.8,945.6,949.85,935.5
1279,1279,1,0,0,2008.02.25,939.33,946.3,952.0,932.95
1280,1280,0,0,0,2008.02.26,947.93,939.3,950.2,926.45
1281,1281,0,0,0,2008.02.27,957.88,948.0,965.05,947.8
1282,1282,0,0,0,2008.02.28,970.75,958.0,972.45,953.15
1283,1283,0,0,0,2008.02.29,973.6,970.7,976.18,964.38
1284,1284,0,1,1,2008.03.03,983.7,973.8,989.38,973.15
1285,1285,1,0,0,2008.03.04,963.78,983.63,988.03,956.48
1286,1286,0,1,1,2008.03.05,989.45,963.9,992.95,959.2
1287,1287,1,1,1,2008.03.06,978.65,989.4,992.3,964.83
1288,1288,1,0,0,2008.03.07,972.55,978.75,988.7,969.65
1289,1289,0,1,1,2008.03.10,973.15,972.8,980.78,960.95
1290,1290,1,0,0,2008.03.11,973.05,973.3,985.4,964.73
1291,1291,0,0,0,2008.03.12,983.25,972.95,983.75,968.1
1292,1292,0,0,0,2008.03.13,995.25,983.35,999.7,981.45
1293,1293,0,1,1,2008.03.14,1002.75,995.58,1007.0,990.58
1294,1294,1,1,1,2008.03.17,1002.4,1002.98,1032.6,994.0
1295,1295,1,1,1,2008.03.18,982.15,1002.53,1012.1,976.5
